소비일자,소비업종,성별,연령대,소비건수합계
20190622,편의점,여성,30대,352952
20200515,주유,여성,30대,48252
20150513,주유,여성,30대,71739
20150508,편의점,남성,40대,190541
20200719,백화점/상품권/아울렛,남성,60대이상,32351
20190505,의료,여성,60대이상,12052
20150702,할인점/마트,남성,40대,533319
20190627,주유,여성,40대,100411
20150509,교육/학원,남성,40대,53474
20200604,편의점,남성,60대이상,96884
20150529,편의점,남성,20대,217517
20190519,요식/유흥,남성,20대,518771
20190716,가전/가구,남성,30대,26315
20190516,편의점,여성,50대,185955
20200611,스포츠/문화/레저,여성,50대,41890
20190628,교육/학원,여성,50대,25477
20150506,주유,남성,60대이상,56343
20150518,편의점,여성,40대,111644
20150722,여행/교통,여성,60대이상,7105
20190513,자동차,남성,50대,41173
20190606,편의점,여성,20대,243715
20150517,미용,남성,30대,50681
20200503,패션/잡화,남성,40대,32471
20190515,패션/잡화,남성,30대,24103
20190707,주유,남성,30대,178502
20190702,패션/잡화,여성,30대,34181
20190523,의료,남성,50대,206017
20150719,백화점/상품권/아울렛,여성,40대,189844
20200703,교육/학원,여성,50대,26246
20190603,교육/학원,여성,30대,60648
20190726,가전/가구,남성,50대,36020
20190704,여행/교통,여성,30대,48697
20150619,할인점/마트,여성,60대이상,191205
20190730,편의점,남성,20대,398597
20200612,편의점,남성,60대이상,98745
20150505,가전/가구,남성,20대,8973
20200515,미용,여성,60대이상,12753
20190611,편의점,여성,40대,295966
20150611,의료,여성,20대,65357
20200607,가전/가구,여성,20대,10275
20190728,의료,남성,60대이상,12267
20200709,가전/가구,여성,20대,6117
20190505,미용,여성,20대,44313
20150520,의료,여성,30대,194081
20150730,스포츠/문화/레저,여성,50대,59936
20190603,자동차,남성,30대,45135
20190521,가전/가구,여성,20대,9694
20190707,요식/유흥,여성,40대,895380
20150701,패션/잡화,여성,50대,46908
20190618,할인점/마트,남성,30대,478432
20200719,편의점,여성,60대이상,63484
20200501,미용,여성,60대이상,15285
20190705,여행/교통,남성,20대,32810
20190617,편의점,여성,40대,299657
20190528,할인점/마트,여성,40대,689641
20150517,의료,남성,20대,10942
20200525,미용,남성,40대,48077
20190607,의료,남성,60대이상,222082
20190721,요식/유흥,남성,60대이상,272604
20190711,주유,여성,50대,82056
20190715,할인점/마트,남성,20대,146837
20200714,할인점/마트,남성,60대이상,359245
20190529,편의점,남성,40대,596980
20200727,스포츠/문화/레저,남성,30대,60468
20190613,자동차,남성,20대,12883
20150531,교육/학원,남성,20대,5522
20190724,패션/잡화,여성,40대,44429
20190608,백화점/상품권/아울렛,여성,60대이상,54881
20190729,자동차,남성,40대,60756
20190708,가전/가구,남성,30대,28501
20150529,패션/잡화,여성,20대,39024
20190503,스포츠/문화/레저,남성,30대,112053
20190726,편의점,남성,30대,693335
20200720,여행/교통,남성,40대,54020
20150624,미용,여성,40대,51399
20200617,백화점/상품권/아울렛,남성,50대,41486
20190501,미용,남성,20대,29803
20200706,가정생활/서비스,남성,20대,220
20150725,가전/가구,여성,60대이상,9495
20190621,스포츠/문화/레저,남성,20대,89562
20190715,주유,남성,40대,220085
20190601,백화점/상품권/아울렛,남성,20대,47765
20150520,자동차,남성,30대,26836
20200506,주유,여성,30대,54750
20150607,의료,남성,40대,44099
20200711,교육/학원,여성,20대,10795
20150730,주유,남성,40대,217713
20190601,패션/잡화,남성,30대,39640
20190714,가전/가구,여성,20대,8710
20190505,할인점/마트,남성,60대이상,284706
20190507,가전/가구,남성,60대이상,33862
20190603,가전/가구,여성,40대,32358
20200517,편의점,남성,20대,395567
20150706,편의점,남성,50대,89200
20200604,가전/가구,여성,30대,19261
20150701,백화점/상품권/아울렛,남성,40대,60373
20150607,패션/잡화,남성,30대,35070
20150514,교육/학원,여성,40대,60874
20150705,교육/학원,여성,20대,9226
20200501,자동차,남성,30대,44631
20190612,백화점/상품권/아울렛,남성,40대,70229
20190707,가전/가구,남성,50대,21243
20190506,교육/학원,여성,20대,14594
20150508,백화점/상품권/아울렛,여성,60대이상,35879
20190526,주유,남성,30대,189279
20150617,스포츠/문화/레저,남성,40대,59996
20200624,백화점/상품권/아울렛,남성,30대,48678
20200506,스포츠/문화/레저,여성,20대,32623
20200725,가전/가구,여성,30대,25485
20190529,교육/학원,남성,60대이상,6388
20150613,요식/유흥,남성,30대,1066337
20200731,패션/잡화,여성,40대,35897
20200715,미용,남성,20대,13687
20190726,패션/잡화,여성,50대,39166
20190609,자동차,남성,30대,35017
20150510,미용,남성,30대,47703
20190630,스포츠/문화/레저,여성,40대,114609
20150731,의료,남성,40대,190213
20190503,요식/유흥,여성,60대이상,220053
20190504,편의점,남성,50대,280677
20190524,교육/학원,여성,30대,46523
20190521,의료,남성,30대,248605
20200703,가전/가구,여성,20대,7571
20190713,편의점,여성,30대,320278
20190708,할인점/마트,남성,60대이상,252588
20190514,가정생활/서비스,남성,20대,528
20200718,여행/교통,여성,60대이상,15125
20190713,미용,남성,30대,66198
20200714,여행/교통,남성,60대이상,23665
20200530,자동차,여성,60대이상,6898
20150704,가전/가구,남성,40대,43562
20190626,패션/잡화,여성,40대,41108
20190725,요식/유흥,여성,50대,562709
20150505,가전/가구,여성,40대,33502
20200705,할인점/마트,남성,60대이상,374138
20190518,할인점/마트,남성,40대,934714
20150618,패션/잡화,남성,40대,30014
20200503,주유,남성,50대,136504
20200609,요식/유흥,여성,50대,468498
20200504,가정생활/서비스,남성,20대,660
20190717,교육/학원,여성,30대,67147
20200707,요식/유흥,여성,60대이상,248095
20150708,가전/가구,여성,30대,18363
20150619,백화점/상품권/아울렛,남성,50대,35833
20150510,스포츠/문화/레저,남성,50대,72091
20190617,가정생활/서비스,남성,20대,490
20190512,여행/교통,남성,20대,42619
20150511,할인점/마트,여성,30대,442038
20200529,주유,남성,60대이상,115302
20200626,할인점/마트,남성,40대,713958
20190719,가전/가구,여성,50대,30809
20200727,패션/잡화,여성,60대이상,21489
20190725,의료,남성,30대,205071
20150624,교육/학원,여성,40대,56842
20150610,자동차,남성,30대,24857
20200721,가정생활/서비스,남성,60대이상,1398
20200512,가정생활/서비스,여성,60대이상,835
20150618,의료,남성,40대,162450
20150626,요식/유흥,남성,50대,434858
20150523,여행/교통,남성,30대,117300
20200504,가정생활/서비스,남성,60대이상,1360
20200721,자동차,여성,20대,5542
20150707,요식/유흥,남성,40대,716408
20150624,미용,여성,20대,40252
20150527,자동차,남성,50대,24331
20190525,자동차,남성,50대,42293
20190729,패션/잡화,여성,60대이상,25552
20190611,자동차,남성,60대이상,20531
20190725,백화점/상품권/아울렛,남성,20대,17559
20190610,가정생활/서비스,여성,40대,8626
20200727,편의점,남성,30대,614504
20200619,가전/가구,남성,50대,46564
20150531,가정생활/서비스,여성,60대이상,128
20150728,패션/잡화,여성,30대,48659
20200711,여행/교통,여성,50대,33332
20150611,자동차,남성,30대,22619
20150722,스포츠/문화/레저,여성,30대,58766
20190503,요식/유흥,여성,30대,911240
20150609,패션/잡화,여성,40대,51781
20150718,할인점/마트,여성,60대이상,182796
20150629,미용,여성,50대,34917
20190713,백화점/상품권/아울렛,여성,30대,209455
20150629,자동차,여성,30대,12343
20190617,스포츠/문화/레저,여성,60대이상,26427
20150514,여행/교통,남성,30대,55743
20190703,가정생활/서비스,남성,50대,1967
20190731,자동차,남성,60대이상,20994
20190718,미용,남성,30대,39484
20200730,가전/가구,여성,30대,19347
20190703,자동차,여성,50대,20630
20190521,스포츠/문화/레저,여성,60대이상,23884
20150519,미용,여성,30대,37969
20200509,의료,여성,20대,100643
20200604,의료,남성,30대,203812
20200610,여행/교통,남성,30대,40589
20190712,백화점/상품권/아울렛,남성,50대,47037
20150706,할인점/마트,여성,20대,156715
20190701,교육/학원,여성,50대,30075
20190522,교육/학원,남성,30대,36777
20150510,자동차,남성,50대,5113
20200630,할인점/마트,남성,40대,612439
20200703,교육/학원,여성,30대,28715
20200530,요식/유흥,남성,40대,1449752
20150701,주유,남성,20대,38208
20200516,주유,남성,40대,215957
20190616,백화점/상품권/아울렛,남성,50대,77469
20200708,미용,남성,40대,36883
20200730,의료,남성,20대,28495
20200504,교육/학원,남성,50대,27141
20190602,요식/유흥,남성,50대,732742
20150723,요식/유흥,여성,20대,375347
20200723,자동차,남성,50대,35051
20190518,미용,여성,60대이상,16543
20190517,여행/교통,남성,60대이상,25857
20190617,자동차,여성,30대,21958
20200716,주유,여성,20대,16190
20200501,할인점/마트,여성,40대,681828
20150531,패션/잡화,남성,50대,28408
20150615,미용,여성,50대,32450
20150708,백화점/상품권/아울렛,남성,40대,69004
20150711,백화점/상품권/아울렛,여성,20대,94822
20150515,스포츠/문화/레저,남성,50대,51218
20190507,자동차,남성,40대,56400
20200511,교육/학원,여성,20대,11647
20200719,교육/학원,남성,60대이상,4037
20200605,교육/학원,남성,60대이상,6379
20150708,교육/학원,남성,20대,5117
20150722,주유,여성,40대,98675
20150729,패션/잡화,남성,40대,33980
20190516,가전/가구,여성,50대,34839
20200502,스포츠/문화/레저,여성,20대,50497
20150621,주유,여성,40대,87505
20190616,자동차,여성,30대,18479
20200720,백화점/상품권/아울렛,남성,50대,23321
20200527,주유,여성,20대,18872
20150610,교육/학원,여성,40대,55978
20190712,스포츠/문화/레저,남성,30대,96706
20190624,의료,남성,50대,265890
20150719,스포츠/문화/레저,여성,60대이상,12897
20190503,교육/학원,여성,20대,15666
20150717,가정생활/서비스,여성,20대,276
20150529,패션/잡화,남성,60대이상,9753
20150725,주유,여성,30대,86717
20150713,가정생활/서비스,남성,40대,1570
20190601,미용,여성,50대,53454
20200717,패션/잡화,남성,50대,20316
20190706,스포츠/문화/레저,남성,20대,142569
20190725,백화점/상품권/아울렛,남성,60대이상,21307
20200503,가정생활/서비스,여성,30대,2087
20200701,미용,남성,30대,31494
20150630,할인점/마트,여성,30대,429205
20200704,패션/잡화,여성,60대이상,26511
20200507,요식/유흥,여성,50대,492437
20190513,가전/가구,남성,50대,41220
20200521,의료,여성,20대,92149
20200613,요식/유흥,여성,60대이상,194541
20200508,스포츠/문화/레저,여성,60대이상,21021
20150514,백화점/상품권/아울렛,남성,20대,15908
20190503,의료,여성,20대,107775
20190525,스포츠/문화/레저,남성,60대이상,35740
20200727,가정생활/서비스,남성,50대,1517
20190728,백화점/상품권/아울렛,남성,20대,43839
20190716,자동차,남성,30대,40039
20200709,가전/가구,여성,30대,17588
20190512,할인점/마트,여성,50대,406724
20190722,편의점,여성,50대,178155
20200720,편의점,남성,30대,633433
20150609,할인점/마트,남성,30대,491076
20190729,편의점,여성,60대이상,60039
20190609,백화점/상품권/아울렛,여성,20대,82292
20150711,가전/가구,남성,60대이상,12941
20200724,스포츠/문화/레저,여성,50대,47103
20150604,백화점/상품권/아울렛,여성,60대이상,25493
20150505,미용,여성,20대,41791
20190705,가정생활/서비스,남성,20대,469
20200727,주유,남성,30대,115919
20190511,가정생활/서비스,여성,60대이상,1026
20190526,교육/학원,남성,60대이상,3603
20200703,주유,여성,60대이상,47374
20190708,자동차,여성,60대이상,9017
20200503,미용,여성,20대,34907
20150521,교육/학원,여성,60대이상,3752
20200702,가전/가구,여성,60대이상,23901
20200618,주유,여성,30대,52775
20200518,의료,여성,40대,256126
20150522,자동차,여성,30대,13926
20190513,가전/가구,여성,60대이상,18445
20190604,자동차,여성,50대,22046
20150501,패션/잡화,여성,40대,107420
20200523,주유,남성,60대이상,104422
20150707,백화점/상품권/아울렛,남성,20대,12196
20190505,요식/유흥,남성,50대,828972
20190731,편의점,남성,40대,593778
20190616,패션/잡화,남성,50대,25165
20200527,요식/유흥,남성,30대,993407
20150623,의료,남성,20대,33461
20190501,미용,남성,50대,35100
20190609,교육/학원,여성,60대이상,3526
20190705,주유,여성,20대,25905
20190514,미용,남성,60대이상,7987
20200701,미용,남성,20대,13727
20200604,교육/학원,남성,50대,26985
20150617,자동차,남성,30대,24196
20150512,교육/학원,여성,40대,64198
20200707,미용,남성,30대,28851
20150725,교육/학원,남성,20대,6267
20150624,의료,여성,60대이상,63519
20190719,교육/학원,남성,60대이상,6004
20150712,백화점/상품권/아울렛,남성,40대,144294
20200530,여행/교통,여성,30대,40976
20150731,미용,남성,60대이상,5298
20190608,미용,남성,50대,36409
20200718,패션/잡화,남성,50대,29042
20200503,미용,여성,60대이상,7519
20150516,가전/가구,남성,20대,10641
20190501,의료,여성,20대,89248
20150506,백화점/상품권/아울렛,여성,60대이상,30862
20190519,가정생활/서비스,여성,50대,1002
20190613,미용,남성,40대,40342
20190620,할인점/마트,여성,50대,567227
20190725,주유,여성,50대,84977
20190704,자동차,여성,30대,21503
20190730,가정생활/서비스,여성,50대,1892
20150512,가정생활/서비스,여성,20대,275
20200601,여행/교통,남성,30대,40909
20200515,백화점/상품권/아울렛,여성,30대,92054
20150704,주유,남성,20대,59598
20150611,백화점/상품권/아울렛,남성,50대,29703
20150504,패션/잡화,남성,40대,59935
20150519,의료,여성,20대,72321
20200502,미용,남성,20대,26707
20190720,자동차,남성,60대이상,14187
20150709,주유,남성,40대,163445
20200526,주유,여성,60대이상,30948
20200510,자동차,남성,60대이상,6227
20190613,가정생활/서비스,여성,20대,1775
20190720,의료,여성,40대,187229
20200514,여행/교통,남성,60대이상,18602
20200615,가정생활/서비스,남성,60대이상,1110
20190701,의료,여성,30대,307774
20190512,할인점/마트,여성,20대,149552
20150628,주유,남성,20대,59882
20200716,가정생활/서비스,여성,50대,1415
20200718,백화점/상품권/아울렛,남성,60대이상,33619
20150516,패션/잡화,여성,30대,81767
20150604,스포츠/문화/레저,남성,40대,60689
20200505,자동차,남성,50대,22584
20150511,주유,여성,60대이상,21052
20190719,교육/학원,여성,50대,21544
20200704,패션/잡화,남성,60대이상,17289
20200728,가전/가구,여성,20대,6139
20190621,교육/학원,남성,30대,53077
20200503,미용,남성,40대,38004
20150617,패션/잡화,남성,50대,19586
20200505,자동차,남성,40대,35297
20190625,요식/유흥,여성,50대,577044
20190509,할인점/마트,여성,60대이상,297931
20150524,여행/교통,남성,40대,100147
20150727,요식/유흥,남성,60대이상,136226
20150517,교육/학원,여성,40대,40308
20200623,미용,남성,20대,17198
20200720,자동차,남성,50대,43225
20200718,교육/학원,남성,60대이상,6049
20150616,의료,여성,60대이상,66063
20150509,주유,남성,40대,233539
20190614,가정생활/서비스,남성,30대,1327
20200626,주유,여성,40대,86861
20150505,스포츠/문화/레저,남성,20대,45511
20190511,백화점/상품권/아울렛,여성,60대이상,57419
20190730,스포츠/문화/레저,여성,50대,65689
20190725,가전/가구,남성,50대,123385
20150717,가정생활/서비스,남성,50대,1239
20150622,패션/잡화,여성,40대,52798
20150508,미용,여성,30대,53621
20190616,교육/학원,여성,50대,14169
20190720,백화점/상품권/아울렛,남성,50대,74116
20150717,할인점/마트,여성,40대,631055
20190518,할인점/마트,여성,30대,580799
20190521,교육/학원,남성,20대,7987
20200704,자동차,남성,60대이상,23563
20150628,미용,남성,60대이상,3097
20150718,백화점/상품권/아울렛,남성,20대,38615
20200526,가전/가구,여성,40대,31850
20200522,의료,여성,60대이상,156284
20150723,교육/학원,여성,50대,18538
20200606,여행/교통,남성,60대이상,23476
20200605,백화점/상품권/아울렛,여성,60대이상,48336
20150531,가전/가구,여성,20대,8373
20190704,편의점,남성,30대,721795
20200520,편의점,여성,40대,239307
20150523,요식/유흥,남성,40대,1029738
20200728,백화점/상품권/아울렛,여성,40대,89972
20190604,요식/유흥,남성,20대,424554
20190731,여행/교통,여성,40대,78852
20190731,자동차,남성,30대,47622
20150507,편의점,남성,50대,86745
20200606,할인점/마트,남성,30대,684423
20150725,교육/학원,여성,30대,36307
20190710,주유,여성,50대,77250
20150723,자동차,여성,30대,11021
20150525,자동차,남성,50대,14828
20190601,의료,여성,20대,84061
20190719,교육/학원,여성,30대,41688
20150709,할인점/마트,여성,30대,460888
20200620,교육/학원,여성,20대,14647
20190621,교육/학원,남성,20대,7884
20190714,스포츠/문화/레저,남성,30대,161197
20200721,자동차,남성,20대,9375
20190607,자동차,여성,30대,24316
20190519,스포츠/문화/레저,여성,30대,80171
20200614,교육/학원,여성,20대,11581
20190702,스포츠/문화/레저,남성,30대,91275
20150531,가전/가구,남성,40대,28594
20150504,교육/학원,여성,60대이상,5286
20150729,할인점/마트,여성,40대,657199
20200511,의료,남성,20대,65866
20200511,요식/유흥,남성,20대,380683
20150720,요식/유흥,남성,50대,386868
20200502,가전/가구,남성,50대,46836
20200617,할인점/마트,여성,30대,407181
20200607,스포츠/문화/레저,여성,20대,44759
20190710,미용,남성,50대,23065
20150715,자동차,여성,20대,3684
20200724,백화점/상품권/아울렛,남성,50대,44093
20190628,미용,남성,60대이상,10260
20190610,가정생활/서비스,남성,60대이상,1486
20190508,가정생활/서비스,남성,50대,1784
20150526,가정생활/서비스,남성,50대,1924
20190612,패션/잡화,여성,30대,35259
20200719,미용,남성,20대,17588
20150502,가정생활/서비스,남성,30대,2046
20200612,여행/교통,남성,20대,24003
20190708,가전/가구,남성,40대,40531
20190617,할인점/마트,남성,60대이상,265702
20200707,자동차,남성,50대,41776
20200701,가전/가구,여성,40대,27977
20200527,여행/교통,남성,60대이상,20480
20190527,스포츠/문화/레저,남성,30대,73097
20190520,교육/학원,남성,40대,75040
20150617,주유,여성,60대이상,20934
20190629,주유,여성,30대,71715
20150614,편의점,남성,40대,175187
20150521,가정생활/서비스,여성,20대,525
20200626,미용,남성,20대,23179
20190726,교육/학원,여성,50대,22654
20200608,패션/잡화,여성,60대이상,23156
20150621,백화점/상품권/아울렛,남성,40대,121696
20150508,가정생활/서비스,남성,50대,1029
20190525,자동차,여성,40대,29495
20190708,주유,여성,40대,95416
20190614,할인점/마트,여성,50대,584497
20190729,가정생활/서비스,남성,50대,2054
20200506,의료,여성,20대,105821
20150508,백화점/상품권/아울렛,여성,20대,71228
20150620,요식/유흥,남성,30대,999855
20190625,교육/학원,남성,30대,32848
20200512,요식/유흥,남성,50대,577897
20200617,자동차,여성,30대,19244
20190531,스포츠/문화/레저,여성,30대,64322
20190517,패션/잡화,여성,20대,35977
20190703,의료,여성,30대,239899
20200606,편의점,남성,30대,723997
20190509,패션/잡화,여성,40대,49817
20150627,미용,여성,30대,61612
20150516,자동차,여성,30대,14150
20150617,편의점,여성,30대,131368
20150714,자동차,여성,40대,14855
20150712,미용,남성,50대,14661
20150619,백화점/상품권/아울렛,여성,20대,55475
20150608,주유,여성,50대,67188
20200604,가전/가구,여성,40대,29020
20200702,자동차,여성,30대,18067
20190625,가전/가구,남성,30대,65931
20200610,주유,여성,20대,19064
20190618,할인점/마트,여성,20대,163145
20190506,백화점/상품권/아울렛,여성,40대,243279
20190701,교육/학원,남성,60대이상,7733
20150726,가전/가구,여성,30대,21528
20200506,편의점,남성,30대,626662
20190501,스포츠/문화/레저,여성,50대,75609
20150619,주유,남성,50대,137250
20150502,스포츠/문화/레저,여성,50대,66850
20150504,할인점/마트,여성,20대,176608
20200606,주유,여성,50대,69591
20150616,패션/잡화,여성,60대이상,15510
20190604,교육/학원,여성,40대,95812
20150702,가전/가구,남성,60대이상,13009
20190501,스포츠/문화/레저,여성,30대,105873
20200621,편의점,여성,60대이상,52618
20200713,스포츠/문화/레저,남성,20대,49211
20190728,가정생활/서비스,여성,40대,2418
20200510,백화점/상품권/아울렛,여성,20대,69922
20150622,가전/가구,남성,40대,41645
20190612,할인점/마트,여성,50대,525324
20150614,교육/학원,여성,50대,9984
20200718,미용,남성,30대,56212
20190522,여행/교통,남성,20대,23588
20200602,백화점/상품권/아울렛,남성,20대,12764
20150618,백화점/상품권/아울렛,남성,30대,50789
20200514,요식/유흥,남성,50대,677429
20200529,의료,여성,50대,205246
20200503,가전/가구,남성,50대,25725
20190727,패션/잡화,여성,60대이상,26425
20190623,요식/유흥,여성,40대,965962
20190526,할인점/마트,남성,50대,447535
20200730,의료,여성,20대,58276
20150703,교육/학원,여성,30대,44269
20200616,가정생활/서비스,남성,60대이상,1015
20150529,가정생활/서비스,남성,20대,390
20190626,편의점,여성,60대이상,52818
20190602,의료,남성,40대,61762
20200530,가정생활/서비스,남성,60대이상,1275
20200704,미용,여성,40대,55852
20200602,자동차,여성,30대,17742
20200618,편의점,여성,50대,159793
20190719,가정생활/서비스,여성,40대,9063
20200607,가전/가구,남성,20대,8722
20200711,의료,남성,40대,236500
20150516,할인점/마트,남성,20대,155774
20200625,주유,여성,50대,68762
20190724,여행/교통,여성,20대,28178
20150513,스포츠/문화/레저,여성,20대,26759
20190502,의료,남성,60대이상,192822
20190707,여행/교통,남성,40대,97145
20190706,교육/학원,남성,60대이상,5038
20200709,할인점/마트,남성,50대,487644
20190729,편의점,여성,50대,182914
20190519,자동차,남성,50대,15636
20150731,백화점/상품권/아울렛,남성,20대,19883
20190714,가전/가구,남성,50대,19768
20150515,교육/학원,남성,20대,5318
20200706,자동차,여성,50대,22599
20200503,자동차,여성,50대,7744
20150512,교육/학원,남성,50대,18528
20150614,주유,여성,60대이상,18912
20200705,편의점,남성,30대,605948
20190531,교육/학원,남성,20대,7762
20190609,자동차,여성,50대,9652
20150514,백화점/상품권/아울렛,남성,40대,79517
20200713,주유,남성,50대,158946
20150606,스포츠/문화/레저,남성,30대,106263
20150512,가전/가구,여성,40대,32000
20150524,편의점,남성,40대,216405
20150523,가전/가구,남성,50대,32978
20190507,교육/학원,여성,60대이상,7010
20150719,교육/학원,여성,60대이상,2089
20200519,미용,여성,60대이상,12770
20190505,백화점/상품권/아울렛,여성,40대,279652
20200624,가정생활/서비스,남성,40대,2910
20190612,가정생활/서비스,여성,60대이상,1150
20200718,여행/교통,여성,30대,52464
20150624,가전/가구,여성,60대이상,10105
20200513,가전/가구,여성,40대,30576
20190622,요식/유흥,여성,30대,1009740
20190629,여행/교통,남성,20대,40619
20190518,스포츠/문화/레저,여성,30대,99457
20190606,교육/학원,남성,40대,57770
20150519,스포츠/문화/레저,남성,20대,21608
20190616,가정생활/서비스,여성,50대,1003
20190722,여행/교통,남성,60대이상,23204
20200710,편의점,여성,50대,198388
20150523,할인점/마트,여성,30대,586257
20150527,여행/교통,여성,60대이상,6737
20150502,백화점/상품권/아울렛,여성,20대,101636
20190701,편의점,여성,60대이상,51583
20150718,교육/학원,여성,30대,37476
20200508,백화점/상품권/아울렛,여성,50대,85189
20200614,교육/학원,남성,40대,43162
20190522,백화점/상품권/아울렛,여성,40대,124703
20200708,편의점,여성,40대,291889
20200606,편의점,여성,20대,262641
20200502,편의점,남성,20대,391681
20190607,자동차,여성,50대,22299
20190514,편의점,남성,60대이상,76681
20190627,여행/교통,여성,60대이상,13903
20150508,편의점,남성,20대,196900
20190722,의료,남성,60대이상,211346
20150710,패션/잡화,여성,60대이상,15849
20190618,할인점/마트,여성,50대,516704
20190526,교육/학원,여성,60대이상,3769
20150718,할인점/마트,여성,40대,749450
20200621,패션/잡화,남성,40대,37663
20150603,가전/가구,남성,60대이상,12381
20150705,패션/잡화,남성,50대,24086
20150609,스포츠/문화/레저,여성,60대이상,11936
20200728,스포츠/문화/레저,여성,40대,41663
20150524,가전/가구,여성,60대이상,6142
20190704,패션/잡화,여성,40대,45106
20150515,할인점/마트,여성,30대,475750
20200522,백화점/상품권/아울렛,남성,40대,68760
20190628,패션/잡화,여성,50대,46644
20150620,주유,여성,60대이상,19179
20150626,할인점/마트,여성,40대,636249
20190504,가정생활/서비스,여성,40대,4314
20190717,가전/가구,남성,20대,9445
20150609,여행/교통,남성,20대,15675
20200531,주유,남성,40대,196492
20200724,여행/교통,여성,60대이상,12002
20190620,패션/잡화,여성,50대,46114
20150529,요식/유흥,여성,50대,381586
20150529,패션/잡화,남성,40대,35662
20200514,요식/유흥,남성,40대,1015844
20190730,자동차,남성,20대,13580
20150712,가정생활/서비스,남성,30대,1095
20200709,패션/잡화,남성,40대,20750
20190730,주유,남성,20대,50218
20190519,요식/유흥,여성,50대,501932
20190713,패션/잡화,여성,20대,47014
20190729,요식/유흥,남성,50대,685457
20190608,편의점,여성,30대,337251
20190524,패션/잡화,여성,40대,53947
20190723,여행/교통,여성,60대이상,13412
20200525,백화점/상품권/아울렛,남성,50대,34772
20150611,여행/교통,여성,30대,25430
20190619,의료,여성,40대,254929
20190613,백화점/상품권/아울렛,남성,60대이상,21256
20200609,스포츠/문화/레저,남성,40대,68145
20190606,백화점/상품권/아울렛,남성,50대,82563
20200511,할인점/마트,여성,40대,578303
20190623,주유,여성,20대,29398
20150704,의료,여성,30대,145001
20150516,가전/가구,여성,30대,26823
20150613,패션/잡화,여성,60대이상,14626
20200504,가정생활/서비스,남성,40대,4913
20200523,백화점/상품권/아울렛,남성,50대,82437
20190606,패션/잡화,여성,60대이상,24410
20190621,가정생활/서비스,남성,30대,5973
20190516,여행/교통,남성,50대,58960
20150701,할인점/마트,남성,50대,327295
20200519,할인점/마트,남성,50대,560271
20200510,가정생활/서비스,남성,50대,1309
20200707,미용,남성,50대,25784
20200712,가전/가구,여성,50대,19493
20200525,의료,여성,30대,261975
20150722,가전/가구,남성,40대,37664
20200610,가전/가구,여성,20대,17915
20150514,미용,남성,50대,21167
20190727,주유,여성,60대이상,38576
20200703,스포츠/문화/레저,남성,30대,71838
20200518,자동차,남성,60대이상,25618
20190511,자동차,여성,40대,29068
20150519,주유,남성,40대,162465
20150725,미용,남성,50대,22122
20190710,요식/유흥,남성,30대,901701
20150701,편의점,남성,40대,210865
20150725,편의점,남성,30대,355015
20200613,패션/잡화,남성,20대,19154
20150520,여행/교통,여성,40대,30997
20190726,여행/교통,여성,30대,57962
20150706,백화점/상품권/아울렛,남성,30대,52274
20200623,의료,남성,40대,272719
20190529,백화점/상품권/아울렛,남성,50대,43099
20200528,여행/교통,여성,60대이상,10085
20190704,미용,여성,30대,53411
20150628,패션/잡화,여성,30대,56569
20150604,미용,여성,20대,49485
20200617,의료,여성,20대,88229
20190724,할인점/마트,남성,40대,637316
20150728,가전/가구,남성,50대,34187
20150517,스포츠/문화/레저,여성,30대,92593
20200612,여행/교통,여성,30대,29978
20190728,주유,남성,50대,158086
20200511,스포츠/문화/레저,남성,20대,62956
20190627,편의점,남성,40대,613240
20190508,자동차,여성,40대,27978
20190625,백화점/상품권/아울렛,여성,40대,122904
20150609,할인점/마트,여성,60대이상,166514
20190712,미용,남성,40대,46309
20190704,요식/유흥,여성,30대,821595
20190628,편의점,남성,40대,643794
20150712,편의점,여성,50대,60223
20200624,스포츠/문화/레저,여성,20대,26307
20200708,가전/가구,여성,40대,26010
20190706,요식/유흥,여성,30대,955731
20200722,할인점/마트,남성,50대,434651
20190524,패션/잡화,남성,20대,11951
20150523,주유,남성,30대,239234
20190504,여행/교통,남성,20대,45670
20150726,가전/가구,남성,50대,22047
20190705,여행/교통,여성,30대,60935
20190628,스포츠/문화/레저,여성,40대,78908
20190622,백화점/상품권/아울렛,여성,60대이상,57912
20190629,패션/잡화,여성,30대,46697
20150526,자동차,여성,50대,12016
20150617,미용,남성,30대,33881
20190607,편의점,남성,40대,569102
20150501,패션/잡화,남성,50대,37043
20150629,의료,남성,40대,212698
20150722,편의점,남성,60대이상,21853
20150516,여행/교통,남성,20대,42801
20190710,요식/유흥,여성,50대,521698
20190621,스포츠/문화/레저,여성,40대,81420
20190627,의료,여성,60대이상,157697
20190604,편의점,남성,20대,407550
20190711,의료,여성,40대,237053
20150726,할인점/마트,남성,60대이상,113029
20190603,스포츠/문화/레저,남성,60대이상,31350
20190726,할인점/마트,남성,40대,699442
20150622,교육/학원,여성,60대이상,4166
20200531,가정생활/서비스,여성,40대,4727
20150522,가전/가구,여성,60대이상,9855
20190613,자동차,남성,40대,49769
20150705,요식/유흥,여성,20대,426214
20200501,백화점/상품권/아울렛,여성,20대,78455
20190607,자동차,여성,40대,29263
20200612,할인점/마트,여성,50대,498767
20150503,미용,남성,60대이상,2717
20200701,주유,여성,40대,76906
